group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.12088148379559178,0.11173080303353271,0.10639061100677542,0.015227020798115672,0.22516550868603916,error_log_scale_squared
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.22361778135449734,0.33627597198966835,0.17961457432202851,0.13902014814429553,0.2246719600707194,error_log_scale_squared
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.05200464106127533,0.0550075441465771,0.03548689426204646,0.01665384673211011,0.08704740702550526,error_latent
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.05971587519296695,0.11934652331730917,0.025008505229317524,0.010750852575779459,0.13926538165043276,error_latent
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.013991456115725718,0.014654844662316353,0.010188237708918664,0.006230511147291312,0.02081801995096315,error_latent
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.009967009460801136,0.005814905138301617,0.009153212511387766,0.007765504927322501,0.009977336062032159,error_latent_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.018357531239233043,0.055033368345016584,0.009220231565285812,0.006333306513144317,0.02153706313284255,error_latent_squared
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.009008124146092004,0.020689216325368413,0.004967443050843897,0.0023519923600729816,0.011383824513450946,error_latent_squared
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,drghmc,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,drhmc,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,nuts,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
group,sampler_type,literal,mean,std,median,10,90,error
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07633031347884658,0.055802458790613775,0.0639764109661019,0.029036124019696633,0.13617481214825264,error_param
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.18228612275254832,0.15929151155383903,0.1393233010776311,0.04953832696341296,0.34736396501408145,error_param
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.25516858073628756,0.2811175570812313,0.22243130756756158,0.11698773131801578,0.29832361870049934,error_param
adapt_metric=False__damping=0.08__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drghmc__step_count_method=const_step_count__step_size_factor=2,DR-G-HMC,,0.07984996662189812,0.06080684612008587,0.07261672386907606,0.02029710389698542,0.1328328419446487,error_param_squared
adapt_metric=False__damping=1.0__max_proposals=3__metric=1__probabilistic=False__reduction_factor=4__sampler_type=drhmc__step_count_factor=0.9__step_size_factor=2,DR-HMC,,0.12390682969222415,0.11740426751215152,0.10639061100677542,0.015247806783817446,0.22516550868603916,error_param_squared
adapt_metric=False__metric=identity__sampler_type=nuts,NUTS,,0.223995079712651,0.33620443162731684,0.18023242984855253,0.13902014814429553,0.2246719600707194,error_param_squared
